,Unnamed: 0,id,page_source,link,title,content,address_street,address_ward,surrounding,surrounding_name,surrounding_characteristics,interior_room,project,address_city,transaction_type,realestate_type,price_sell,price_rent,legal,floor,position_street,potential,area_origin,address_number,lat_x,long_x,coordinate,price_m2,orientation,area_cal,post_id,post_date,crawled_date,created_at,price_score,price_score_filter,geom,status_price_score,price_score_timestamp,comment_id,comment_filter_id,is_suspicious,created_by,contact_phone,hash_post_key,number_duplicated_post,orientation_id,done,label_cluster,gglat,gglong,res_field,gg_addr,regex_street,district_name,street,latlong_street,latlongpos,district_id,district_lat,district_long,price_m2_old
656,656,336074,6.0,https://landber.com/tin-dang/Ads_01_23978602,"Bán nhà 173 An Dương Vương, Bình Tân, P. An Lạc A","- Kết cấu xây dựng:
+ 1 trệt, 1 lửng, 2 lầu, 2 ban công, 2 sân thượng trước sau.

+ 1 gara xe hơi, 1 phòng khách, 5 phòng ngủ, 6 WC, 1 bếp chính, 1 bếp phụ.
- Diện tích:

+ Diện tích đất: 4.3x18m.
+ Diện tích sử dụng: 310m2.
- Cảnh quan xung quanh:
+ Đối diện công viên.
+ Đường trước nhà hiện hữu 8m. Có vỉa hè.
- An ninh:
+ Cửa 2 lớp: Cửa cuốn điện tử chống trộm. Cửa kiếng hợp kim nhôm.
+ Cổng an ninh có bảo vệ 24/7.
+ Thẻ từ.
- Liên hệ: 033.777.8016.",An Dương Vương,an lạc a,công viên,,"An ninh, an ninh, bảo vệ 24 / 7",5 phòng ngủ,173,1.0,1.0,2.0,6500000000,0,2.0,4.5,6,{2},"{4.3,18}",173.0,10.746469121533599,106.624018726519,"(106.624018726519,10.7464691215336)",89038137.9701159,,77.4,Ads_01_23978602,1578502800,1578731659.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E6100000869F3DECEFA75A40C4EB6033317E2540,1.0,2020-04-13 04:35:02.064816,2,7.0,False,2.0,337778016.0,2aaa9e5d11a28f5eeac8991f5830e055,1.0,,0.0,0.0,10.7234443,106.61982959999999,title,"An Dương Vương & Hẻm 173, phường 16, Bình Tân, Thành phố Hồ Chí Minh, Vietnam","hẻm 173 An Dương Vương, Quận Bình Tân, Hồ Chí Minh, Việt Nam",Quận Bình Tân,"hẻm 173 An Dương Vương, Quận Bình Tân, Hồ Chí Minh, Việt Nam","[10.7234443, 106.6198296]","[10.7234443, 106.6198296, 6.0]",2,10.764764999999999,106.604101,83682816.53746769
599,599,499508,6.0,https://landber.com/tin-dang/Ads_01_19726541,"Bán nhà đường Số 7, P. Bình Hưng Hòa, Q. Bình Tân, 55m2, giá 4.9 tỷ TL","Cần bán nhà mới xây 4,5 tấm, hẻm nhựa 5m, an ninh sạch sẽ.
- Hẻm 40/17/ 11 đường Số 7, P. Bình Hưng Hòa, Bình Tân.

- Gần Aeon Tân Phú 5 phút tới.
- Giá 4.8 tỷ TL.

LH: 0909401363 gặp C Thi để làm việc trực tiếp chủ nhà.",Số 7,bình hưng hòa,,Aeon Tân Phú,"an ninh, sạch sẽ",,Hẻm 40/17/ 31,1.0,1.0,2.0,4800000000,0,2.0,1.0,4,{2},"{0,0}",0.0,10.8034612442591,106.601680770525,"(106.601680770525,10.8034612442591)",57550835.69387479,,55.0,Ads_01_19726541,1583168400,1583198783.0,2020-03-03 08:27:03.488,2.0,3.6,0101000020E6100000780210F081A65A409364AF455F9B2540,1.0,2020-04-13 09:10:01.695204,1,8.0,False,2.0,909401363.0,f15fc6a45ca78d13dd094784b0af0c19,1.0,,0.0,0.0,10.7885235,106.5935168,content,"Hẻm 11, Bình Hưng Hòa B, Bình Tân, Thành phố Hồ Chí Minh, Vietnam","hẻm 11 đường Số 7, Quận Bình Tân, Hồ Chí Minh, Việt Nam",Quận Bình Tân,"hẻm 11 đường Số 7, Quận Bình Tân, Hồ Chí Minh, Việt Nam","[10.7885235, 106.5935168]","[10.7885235, 106.5935168, 4.0]",2,10.764764999999999,106.604101,87180000.0
598,598,401233,6.0,https://landber.com/tin-dang/Ads_02_13059726,"Cần bán nhà MTKD 85 đường Phan Anh, Phường Bình Trị Đông, Q. Bình Tân","Cần bán nhà MTKD 85 đường Phan Anh, Phường Bình Trị Đông, Q. Bình Tân, 6x23m, lửng, giá 16 tỷ.Bán nhanh nhà cấp 4 có gác lửng... Vị trí nhà đẹp gần phía ngã 4 Bốn Xã. Khu dân cư đông đúc, gần nhiều Bách Hóa Xanh, trường học, gần chùa lớn, ngân hàng, chợ, công ty, giao thông đi lại rất tốt. Rất thích hợp cho làm văn phòng công ty, xây nhà mới, làm spa, cửa hàng, Anh ngữ.DT: 138 m2: Có sổ hồng.Giá: 16 tỷ. Có TL cho khách thiện chí.Ghi chú: Không đòi hỏi hoa hồng khi dắt xem nhà, dẫn gặp trực tiếp chủ nhà thương lượng không qua môi giới.LH: Anh Hiên: 0937 597 052 Hoặc 0981 425 779.Miễn phí dẫn khách xem nhà.Nhận tìm nhà đất theo yêu cầu.Nhận ký gửi các loại nhà đất bán & cho thuê.Cảm ơn quý khách đã xem tin.","Phan Anh,Quận Bình Tân,Hồ Chí Minh",bình trị đông,"ngã 4, trường học, chùa, ngân hàng, chợ, công ty","ngã tư Bốn Xã, Bách Hóa Xanh","dân cư đông đúc, giao thông đi lại",3 phòng ngủ,,1.0,1.0,2.0,16000000000,0,3.0,1.0,1,{2},"{6,23}",85.0,10.7668919706767,106.62330275717699,"(106.623302757177,10.7668919706767)",107727641.686364,,138.0,Ads_02_13059726,1581440400,1581550195.0,2020-02-13 06:30:02.119818,2.0,3.6,0101000020E61000002C653F31E4A75A40323E7B10A6882540,1.0,2020-04-13 04:29:01.599908,1,8.0,False,2.0,937597052.0,9a0fb82be156f169edfc4102fd5a87cb,1.0,,0.0,0.0,10.762611199999998,106.62401489999999,title,"85 Phan Anh, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh, Vietnam","85 đường Phan Anh, Quận Bình Tân, Hồ Chí Minh, Việt Nam",Quận Bình Tân,"đường Phan Anh, Quận Bình Tân, Hồ Chí Minh, Việt Nam","[10.7614082, 106.6242819]","[10.7626112, 106.6240149, 1.0]",2,10.764764999999999,106.604101,115905072.46376812
520,520,117549,6.0,https://landber.com/tin-dang/Ads_01_22914716,"Bán nhà 1 trệt 1 lầu, DT 4*11m, hẻm 738 Quốc Lộ 1A, Bình Hưng Hòa B, quận Bình Tân, giá 1,65 tỷ","- Thiếu nợ ngân hàng nên bán nhà 1 trệt 1 lầu diện tích 4*11m, hẻm 738 Quốc Lộ 1A, Bình Hưng Hòa B, quận Bình Tân, TP HCM.


- Diện tích 4*11m gồm 2 phòng ngủ, 3 toilet 1 bếp 1 khách, hẻm 4m cách Quốc Lộ 1A 100m nhà mới vào là ở ngay không cần chỉnh sửa.


- Sổ hồng riêng bao sang tên công chứng.

- Giá 1,65 tỷ còn thương lượng.

Liên hệ: 0902107224 xem nhà.",Quốc lộ 1A,bình hưng hòa b,,Quốc Lộ 1 A,,2 phòng ngủ,Hẻm 738,1.0,1.0,2.0,1650000000,0,3.0,2.0,3,{2},"{4,11}",738.0,10.802299481205402,106.59789573540199,"(106.597895735402,10.8022994812054)",54399403.6105738,,44.0,Ads_01_22914716,1573664400,1574005721.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E61000001E7E79EC43A65A4015C062FFC69A2540,1.0,2020-04-13 13:05:01.885042,2,7.0,False,3.0,902107224.0,8dcbf9b5f29b1ddfbe0c69564f88cee7,1.0,,2.0,0.0,10.7817899,106.5937543,title,"738 QL1A, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh, Vietnam","hẻm 738 Quốc Lộ 1A, Quận Bình Tân, Hồ Chí Minh, Việt Nam",Quận Bình Tân,"hẻm 738 Quốc Lộ 1A, Quận Bình Tân, Hồ Chí Minh, Việt Nam","[10.7817899, 106.5937543]","[10.7817899, 106.5937543, 3.0]",2,10.764764999999999,106.604101,37268181.81818182
621,621,81370,6.0,https://landber.com/tin-dang/Ads_01_23491913,"Bán nhà hẻm 36 Bùi Tư Toàn, KP4, P. An Lạc, Q. Bình Tân, TPHCM, 55m2, giá 5,6 tỷ","Bán nhà hẻm 36 Bùi Tư Toàn, KP4, P. An Lạc, Q. Bình Tân, TPHCM, 55m2, giá 5,6 tỷ

Diện tích: 55m2 (4m x 14m) 

Ranh đường dự phòng: 4m x 10m 
Nhà hẻm 36//
Nhà mới, nhà đẹp, hẻm 6m.  
Hẻm 6m sau này thành đường dự phòng 16m.
Kết cấu: 1 trệt, 1 lầu, 1 sân thượng, xây dựng bê tông cốt thép.
Nhà gần UBND quận Bình Tân, gần đường Kinh Dương Vương, Nhà gần trường học, bệnh viện, siêu thị..
Giá: 5,6 tỷ
Liên hệ: 093.88.46.902 Phương Anh",Bùi Tư Toàn,an lạc,"UBND quận, trường học, bệnh viện, siêu thị","UBND quận Bình Tân, Kinh Dương Vương",,,,1.0,1.0,2.0,5600000000,0,2.0,2.5,1,{2},"{4,14}",36.0,10.7324858645089,106.61625809473101,"(106.616258094731,10.7324858645089)",56959268.6383428,,56.0,Ads_01_23491913,1573923600,1574028372.0,2020-02-12 08:49:25.145194,2.0,3.6,0101000020E610000005B1CAC570A75A4033B2216308772540,1.0,2020-04-13 05:14:02.705867,1,8.0,False,2.0,938846902.0,c3faa80fae937a2d1f151b08a39cf5f4,2.0,,1.0,0.0,10.7318071,106.6138764,title,"36 Bùi Tư Toàn, An Lạc, Bình Tân, Thành phố Hồ Chí Minh, Vietnam","36 Bùi Tư Toàn, Quận Bình Tân, Hồ Chí Minh, Việt Nam",Quận Bình Tân,"Đường Bùi Tư Toàn, Quận Bình Tân, Hồ Chí Minh, Việt Nam","[10.7318071, 106.6138764]","[10.7318071, 106.6138764, 1.0]",2,10.764764999999999,106.604101,99772321.42857143
700,700,574936,6.0,https://landber.com/tin-dang/Ads_01_24722645,"Chính chủ bán nhà hẻm 363 Bình Trị Đông đúc 4 tấm, DT 4m x 18m, LH A Tác 0906486506","Nhà bán đúc 1 trệt 1 lửng 3 lầu, nhà mới trống.
Tiện ích bán kính 500m có đầy đủ.

Hướng Bắc 1PK, 1PB 1PT 4PN, sân thượng.
DT 4m x 18m, giá 4 tỷ 550tr.

Sổ hồng có sẵn công chứng trong vòng 1 nốt nhạc.
Xem nhà liên A Tác, A Tùng.
0906486506 / 0973011238.",Bình Trị Đông,bình trị đông a,,,,4 phòng ngủ,Hẻm 363,1.0,1.0,2.0,4550000000,0,3.0,4.5,3,{2},"{4,18}",363.0,10.768062450055304,106.593176012491,"(106.593176012491,10.7680624500553)",61124379.6763078,bắc,72.0,Ads_01_24722645,1584550800,1584551125.0,2020-03-19 00:06:02.485385,7.8,3.6,,1.0,2020-04-13 09:56:01.682345,10,7.0,False,2.0,906486506.0,8f1e15ee4c3336311192dcbcd6498c58,1.0,,0.0,0.0,10.760635,106.6069885,title,"Hẻm 363/11 Chiến Lược, Bình Trị Đông A, Bình Tân, Thành phố Hồ Chí Minh, Vietnam","hẻm 363 Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh, Việt Nam",Quận Bình Tân,"hẻm 363 Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh, Việt Nam","[10.760635, 106.6069885]","[10.760635, 106.6069885, 3.0]",2,10.764764999999999,106.604101,62875694.44444445
562,562,324627,6.0,https://landber.com/tin-dang/Ads_01_23648014,"Sở hữu số nhà phong thủy 79 Ấp Chiến Lược, Bình Tân, DT: 165.6m2, giá: 9.63 tỷ. LH: 0934196986","Chọn Vị trí kinh doanh nào để làm ăn phát tài. Vì vậy hãy chọn căn nhà số 79 Âp Chiến Lược, Bình Hưng Hòa Bình Tân, một vị trí tiền tài, thuận lợi và may mắn.

- Tổng diện tích: 165.m2(7.2 x 23m), xây dựng 144m2.

- Nhà cấp 4 hiện hữu nằm trong khu dân cư đông đúc và sầm uất nhất. Là điểm giao thoa giữa Bình Tân và Tân Phú. Cùng với nhiều căn biệt thự mặt tiền đường.
- Gía chỉ có: 9.63 tỷ bớt lộc.
- Đường hiện hữu 10m thông thoáng.
- Gọi ngay: 0934196986 Mr Vương (Dẫn khách với chi phí 0 đồng).",Ấp Chiến Lược,bình hưng hòa a,,"Bình Tân, Tân Phú","đông đúc, sầm uất",,,1.0,1.0,2.0,9630000000,0,2.0,1.0,6,{2},"{7.2,23}",79,10.789825745899199,106.60434357983101,"(106.604343579831,10.7898257458992)",51729766.5005479,,165.6,Ads_01_23648014,1578330000,1578720096.0,2020-02-12 08:49:25.145194,3.3,3.7,0101000020E6100000F9BAB190ADA65A40F959480A64942540,1.0,2020-04-13 03:22:02.051115,5,8.0,False,2.0,934196986.0,7be1b319d49608ad3d97c89b4e7ecbc7,1.0,,2.0,0.0,10.760672300000001,106.61985940000001,title,"79 Chiến Lược, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh, Vietnam","hẻm 79 Ấp Chiến Lược, Quận Bình Tân, Hồ Chí Minh, Việt Nam",Quận Bình Tân,"hẻm 79 Ấp Chiến Lược, Quận Bình Tân, Hồ Chí Minh, Việt Nam","[10.7606723, 106.6198594]","[10.7606723, 106.6198594, 6.0]",2,10.764764999999999,106.604101,58121376.8115942
575,575,145869,6.0,https://landber.com/tin-dang/Ads_01_23256197,"Bán nhà hẻm 363 Đất Mới, DT 4*15m, 3 lầu hẻm 6m thông, SHR","Cần bán căn nhà hẻm 363 đường Đất Mới nằm gần ngay chợ Lê Văn Quới hẻm 6m thông.
Nhà xây dựng 1 trệt 3 lầu đúc thật 3,5 tấm có 4 phòng ngủ 5WC mới dọn vô ở liền. Nhà đẹp nằm gần chợ Lê Văn Quới, bệnh viện quận Bình Tân.

DT 4*15m.
Giá 4,8 tỷ.",Đất Mới,bình trị đông a,"chợ, chợ, bệnh viện","chợ Lê Văn Quới, chợ Lê Văn Quới, bệnh viện quận Bình Tân",,4 phòng ngủ,Hẻm 363,1.0,1.0,2.0,4800000000,0,3.0,4.0,3,{2},"{4,15}",363,10.7671913402248,106.60936806287,"(106.60936806287,10.7671913402248)",62993778.1621869,,60.0,Ads_01_23256197,1573491600,1573986659.0,2020-02-12 08:49:25.145194,7.1,3.6,0101000020E61000003E50E7E2FFA65A407114A84DCD882540,1.0,2020-04-13 05:29:01.554158,10,7.0,False,1.0,,4463268bc42ca361d4541b58241bad06,1.0,,2.0,0.0,10.760635,106.6069885,title,"Hẻm 363/11 Chiến Lược, Bình Trị Đông A, Bình Tân, Thành phố Hồ Chí Minh, Vietnam","hẻm 363 Đất Mới, Quận Bình Tân, Hồ Chí Minh, Việt Nam",Quận Bình Tân,"hẻm 363 Đất Mới, Quận Bình Tân, Hồ Chí Minh, Việt Nam","[10.760635, 106.6069885]","[10.760635, 106.6069885, 3.0]",2,10.764764999999999,106.604101,79660000.0
670,670,421812,6.0,https://landber.com/tin-dang/Ads_01_24257106,"Nhà ngã 4 Bình Long, 3 lầu, hẻm xe hơi, 96m2, sổ hồng riêng","Nhà mới vào ở luôn, không cần sửa sang gì. Đặc biệt nhà có sân trước nhà để được 3 tới 4 chiếc xe máy, cực kỳ tiện lợi cho nhà có tiệc tùng hay bạn bè tới chơi.
- Nhà nằm cách mặt tiền Ấp Chiến Lược đúng 50m, cách mặt tiền Tân Kì Tân Quí 100m, hẻm trước nhà 4m. An ninh, yên tĩnh, dân trí cao và rất sạch sẽ. Đảm bảo xem nhà là thích.

- Vị trí cực kỳ thuận lợi, di chuyển qua Quận 6 chỉ mất 10 phút, ra sân bay chỉ mất 15 phút. Xung quanh là các trường mầm non, cấp 1, 2, 3 của quận. Cực kỳ thuận lợi cho việc sinh hoạt cũng như di chuyển.
- Diện tích: Ngang 3,6m, dài 8 m. 1 trệt 1 lửng 2 lầu sân thượng, sổ nở hậu đón tài lộc.

Thương lượng cho khách thiện chí.
- Liên hệ:
* Lưu ý: Các bạn xem vị trí trước khi nào có nhu cầu xem trong thì có thể gọi điện để tôi về mở cửa.",Bình Long,bình hưng hòa,"sân bay, trường mầm non","Tân Kì Tân Quí, Quận 6","An ninh, yên tĩnh, dân trí cao",3 phòng ngủ,,1.0,1.0,2.0,2300000000,0,3.0,4.0,3,{2},"{0,0}",,10.800303431684,106.611463346653,"(106.611463346653,10.800303431684)",64701473.4961707,,96.0,Ads_01_24257106,1581786000,1581817781.0,2020-02-16 08:50:02.426032,8.0,3.6,0101000020E6100000E924293722A75A4042EB135FC1992540,1.0,2020-04-13 06:29:01.675662,10,7.0,True,1.0,,b535d261630229509ca85928e5f68a9a,1.0,,0.0,0.0,10.783351199999998,106.6168673,title,"Đường số 3, Bình Hưng Hoà A, Bình Tân, Thành phố Hồ Chí Minh, Vietnam","hẻm 4 Bình Long, Quận Bình Tân, Hồ Chí Minh, Việt Nam",Quận Bình Tân,"hẻm 4 Bình Long, Quận Bình Tân, Hồ Chí Minh, Việt Nam","[10.7833512, 106.6168673]","[10.7833512, 106.6168673, 3.0]",2,10.764764999999999,106.604101,23745833.33333333
654,654,94892,6.0,https://landber.com/tin-dang/Ads_01_23466024,"Nhà hẻm 137 Phan Anh 5x13m 2 lầu 3,85 tỷ ko lộ giới hẻm 5m","Chính chủ cần bán gấp nhà hẻm 137 phan anh vị trí đẹp gần ngã 4 bốn xã giáp tân phú gần trường học bệnh viện chợ....Nhà kết cấu 2 lầu 4 phòng ngủ 3wc....

Diện tích:5x13m

Hiện trạng:2 tấm
Pháp Lý:Sổ Hồng
Giá:3,85 tỷ bớt lộc
Lh:Mr Cảm",Phan Anh,bình trị đông,"ngã 4, trường học, bệnh viện, chợ","ngã tư bốn xã, tân phú",,4 phòng ngủ,,1.0,1.0,2.0,3850000000,0,3.0,3.0,3,{2},"{5,13}",137.0,10.766880796435098,106.623487233113,"(106.623487233113,10.7668807964351)",58848737.616495304,,65.0,Ads_01_23466024,1573837200,1574020897.0,2020-02-12 08:49:25.145194,5.9,3.8,0101000020E610000073ECFE36E7A75A40F73C8999A4882540,1.0,2020-04-13 13:31:01.442753,9,7.0,False,3.0,,cf9abcd06d5e2034d935087d80eee4e0,2.0,,2.0,0.0,10.769233199999999,106.6249087,title,"252/23E Phan Anh, Hiệp Tân, Tân Phú, Thành phố Hồ Chí Minh, Vietnam","hẻm 137 Phan Anh, Quận Bình Tân, Hồ Chí Minh, Việt Nam",Quận Bình Tân,"hẻm 137 Phan Anh, Quận Bình Tân, Hồ Chí Minh, Việt Nam","[10.7692332, 106.6249087]","[10.7692332, 106.6249087, 3.0]",2,10.764764999999999,106.604101,58995384.61538462
1078,1078,329295,6.0,https://landber.com/tin-dang/Ads_02_13040617,"Bán nhà mới xây 21/25 Bình Lợi, Bình Thạnh (38m2). Giá 3.5 tỷ","Cần bán nhà số 21/25 Bình Lợi, Quận Bình Thạnh, TP Hồ Chí Minh.Diện tích công nhận trên sổ hồng: 29.4m2.Diện tích thực tế: 38m2 (6mx6.6.4m).Nhà mới xây dựng, 1 trệt + 1 lầu. Diện tích sử dụng 58.8m2. Đã hoàn công đầy đủ.Hẻm trước nhà rộng khoảng 1.5m, cách hẻm xe hơi 1 căn nhà (5m). Cách đường Bình Lợi (đường Trục 30m) 50m, cách Phạm Văn Đồng khoảng 200m.Xung quanh tiện ích đầy đủ, siêu thị Emart, Vincom Phan Văn Trị, Đại học Công nghiệp...Giá bán: 3.5 tỷ.Ngân hàng Quốc tế (VIB) hỗ trợ vay 2 tỷ.Liên hệ em Quang VIB.Ngoài ra em còn hỗ trợ cho vay tất cả các BDS khu vực TP Hồ Chí Minh và các vùng lân cận.","Bình Lợi,Quận Bình Thạnh,Hồ Chí Minh",13,"siêu thị, Đại học, Công nghiệp","Bình Lợi, Phạm Văn Đồng, siêu thị Emart, Vincom Phan Văn Trị",,2 phòng ngủ,,1.0,1.0,2.0,3500000000,0,3.0,2.0,3,{2},"{4,6,6.6}",0.0,10.8304958613256,106.70560731068501,"(106.705607310685,10.8304958613256)",99107972.69736072,,38.0,Ads_02_13040617,1578416400,1578724822.0,2020-02-12 08:49:25.145194,7.6,3.8,0101000020E610000065CD90AB28AD5A40BFB6E7C036A92540,1.0,2020-04-13 05:41:02.514791,10,7.0,False,2.0,,c37df4081cb681d20af13f5404ab2bbf,1.0,,0.0,0.0,10.8269619,106.70621499999999,title,"21, 25 Bình Lợi, phường 13, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam","hẻm 21/25 Bình Lợi, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam",Quận Bình Thạnh,"hẻm 21/25 Bình Lợi, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam","[10.8269619, 106.706215]","[10.8269619, 106.706215, 3.0]",3,10.81054,106.709507,91836842.10526316
1079,1079,707799,3.0,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-dau-phuong-11-7/toi-can-tien-nen-ban-hem-6m-273-binh-thanh-11x20m-21-chdv-gia-16-8-ty-pr24679413,"Tôi cần tiền nên bán nhà hẻm 6m 273 Nguyễn Văn Đậu, Bình Thạnh 11x20m 21 CHDV. Giá 16.8 tỷ","Cần tiền nên bán nhà hẻm lớn 6m, hẻm 273 Nguyễn Văn Đậu, P11, Bình Thạnh. Đang có 21 phòng kinh doanh căn hộ.<br/><br/>Diện tích: Ngang 11m dài 20m. Vuông vức. Xây dựng 1 trệt 3 lầu. Đang có 21 phòng Căn Hộ Dịch Vụ đang tự khai thác.<br/><br/>- Vị trí hẻm xe hơi 6m, xe hơi 7 chỗ quay đầu thoải mái, hẻm lớn và thông với Lê Quang Định, Nguyên Hồng.<br/><br/>- Chủ nhà kẹt tiền mở Công Ty nên bán nhanh giá rẻ lại cho khách hàng thiện chí muốn mua.<br/><br/>Giá: 16.8 Tỷ.<br/><br/>Liên hệ: 0937862838 Anh Đạt nhà có thật và thông tin thật không đăng ảo mong tiếp khách thiện chí muốn mua. Pháp lí sạch sẽ, sổ tại nhà. Cảm ơn Bất Động Sản.com.vn.",Nguyễn Văn Đậu,11,,"Lê Quang Định, Nguyên Hồng",,"21 phòng, 21 phòng",,1.0,1.0,2.0,16800000000,0,2.0,4.0,3,{2},"{11,201}",273.0,10.8120295314304,106.692529802889,"(106.692529802889,106.692529802889)",76363636.3636364,,220.0,bdscomvn_24679413,1588985914,1588960882.0,2020-05-09 01:08:02.552553,0.0,0.0,0101000020E610000071BA856852AC5A406EC2B155C29F2540,0.0,,0,0.0,False,2.0,937862838.0,6acc2f1501adc10a226d09e1f36fe1c6,1.0,,0.0,0.0,10.8155981,106.6928233,title,"Hẻm 273 Nguyễn Văn Đậu, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam","hẻm 273 Nguyễn Văn Đậu, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam",Quận Bình Thạnh,"hẻm 273 Nguyễn Văn Đậu, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam","[10.815605, 106.6926927]","[10.8155981, 106.6928233, 3.0]",3,10.81054,106.709507,76270909.0909091
836,836,756182,3.0,https://landber.com/tin-dang/Ads_01_25617937,"Bán căn nhà 26.8m2 1 trệt 3 lầu 4PNhemr 92 đường Xô Viết Nghệ Tĩnh P21, Bình Thạnh","Cần bán gấp nhà hẻm 92 Xô Viết Nghệ Tĩnh P.21,Q.Bình Thạnh,cách mặt tiền 100m.

Nhà 7m x 4m = 27m2.(Hẻm 4m)

Tổng diện tích sử dụng hoàn công đầy đủ 75m2..( SỔ HỒNG CHÍNH CHỦ)
nhà gồm 1 trệt,3 lầu,1 sân thượng 3 Phòng Ngủ, 4 Wc
Nhà xe tải nhỏ đỗ trước cửa luôn nha,hẻm thông.
Tiện ích đầy đủ,gần trường học,bệnh viện,trung tâm quận bình thạnh.Giáp quận 1 và các quận trung tâm.
Giá: 3tỷ990(chỉ bớt lộc) 
Liên hệ: 0359751788 Tuyền",Xô Viết Nghệ Tĩnh,21,"trường học, bệnh viện","quận bình thạnh, quận 1",,4 phòng ngủ,,1.0,1.0,2.0,3990000000,0,3.0,4.0,1,{2},"{4,7}",92,10.7979804854422,106.71095760323999,"(106.71095760324,10.7979804854422)",148880597.014925,,75.0,Ads_01_25617937,1590598800,1590649341.0,2020-06-30 05:33:05.94134,0.0,0.0,0101000020E6100000ABB0515480AD5A4026A4EFE590982540,0.0,,0,0.0,False,2.0,359751788.0,89a24dc1818d2097564a3a2c6b612689,1.0,,1.0,0.0,10.795681199999999,106.7103455,title,"Sacred Heart Congregation, 92 Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam","92 đường Xô Viết Nghệ Tĩnh, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam",Quận Bình Thạnh,"Đường Xô Viết Nghệ Tĩnh, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam","[10.7956812, 106.7103455]","[10.7956812, 106.7103455, 1.0]",3,10.81054,106.709507,52928000.0
758,758,336071,6.0,https://landber.com/tin-dang/Ads_01_24041803,"Nhà 1 trệt 1 lầu, DT: 4.1 x 13m, xe hơi để trong nhà, hẻm 217 Bùi Đình Túy sạch sẽ, an ninh, 5,5 tỷ","- DTCN: 52.5m2.


- DT: 4.1 x 13m, Vuông vức.


- Kết cấu 1 trệt 1 lầu có 2 phòng ngủ 2 phòng vệ sinh.

- Nhà xe hơi để trong nhà được, hẻm 4m, sạch sẽ và an ninh, nếu xây dựng lại mới thì quá tuyệt, xây được 1 trệt 1 lửng 2 lầu sân thượng.

- Sổ hồng hoàn công đầy đủ.

- Giá 5.5 tỷ còn thương lượng, giá rẻ hơn thị trường rất nhiều phù hợp để đầu tư.

- Quý khách liên hệ SĐT: 0906 253 345 Mr. Hướng (Chuyên viên bất động sản khu vực Bình Thạnh).",Bùi Đình Túy,24,,,"sạch sẽ, an ninh, sạch sẽ, an ninh","2 phòng ngủ, 2 phòng vệ sinh",217,1.0,1.0,2.0,5500000000,0,3.0,2.0,3,{2},"{4.1,13}",217.0,10.8078875302839,106.704410114893,"(106.704410114893,10.8078875302839)",84540115.506601,,52.5,Ads_01_24041803,1578502800,1578731661.0,2020-02-12 08:49:25.145194,2.7,3.6,0101000020E6100000099C290E15AD5A40BBD4326FA39D2540,1.0,2020-04-13 04:10:03.13622,1,8.0,False,2.0,906253345.0,1a6441fa93e8cb50e083740a20534455,1.0,,0.0,0.0,10.806594800000001,106.70348870000001,title,"Hẻm 217 Bùi Đình Túy, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam","hẻm 217 Bùi Đình Túy, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam",Quận Bình Thạnh,"hẻm 217 Bùi Đình Túy, Quận Bình Thạnh, Hồ Chí Minh, Việt Nam","[10.8065901, 106.7031394]","[10.8065948, 106.7034887, 3.0]",3,10.81054,106.709507,104567619.04761904
